tk_run_id,tk_run_runner,tk_run_verifier,tk_run_duration,tk_run_category_dashname,tk_run_date,tk_run_description,tk_run_link
1,SkullxCrusher4,ronitrocket,00:09:40,Satisfactory,05/24/2022,run is at 1:25,https://www.youtube.com/watch?v=hD4oy9x3voM
